cache_path,video_id,label,label_name,split,source_dataset,source_video,merged_filename,clip_length,height,width,dtype,preprocess_type,frame_count,sample_fps,sha256
wholeframe_rgb_t50_224/samples/movies2_movies2_001152_1b1c75859db2.pt,movies2_movies2_001152_1b1c75859db2,1,violence,train,movies2,data\merged\videos\violence\movies2_001152.mp4,movies2_001152.mp4,50,224,224,uint8,wholeframe,40,8.0,87b638d9ca36c0902749296a09ee1f5d11572552b780f144aa2c3402d10007eb
wholeframe_rgb_t50_224/samples/movies2_movies2_000947_2dc01e450e6d.pt,movies2_movies2_000947_2dc01e450e6d,0,non_violence,train,movies2,data\merged\videos\non_violence\movies2_000947.mp4,movies2_000947.mp4,50,224,224,uint8,wholeframe,40,8.0,8e715b30bada25856b87af754695754e33c35642c7db02953dfa31835d4d00de
wholeframe_rgb_t50_224/samples/movies2_movies2_001274_d073ec5843e7.pt,movies2_movies2_001274_d073ec5843e7,0,non_violence,train,movies2,data\merged\videos\non_violence\movies2_001274.mp4,movies2_001274.mp4,50,224,224,uint8,wholeframe,40,8.0,072fcb68128795f498ae7afeae4fe282e2eae78053a55baf0e6752e54759b4b2
wholeframe_rgb_t50_224/samples/rwf2000_rwf2000_001832_4d22e559aff0.pt,rwf2000_rwf2000_001832_4d22e559aff0,1,violence,train,rwf2000,data\merged\videos\violence\rwf2000_001832.mp4,rwf2000_001832.mp4,50,224,224,uint8,wholeframe,50,8.0,af3a68a271ba9b53c1a44d88c8c4e7fcbbcc8d85707c827d393de9b8d2239973
wholeframe_rgb_t50_224/samples/movies2_movies2_001064_63c4c4e93c06.pt,movies2_movies2_001064_63c4c4e93c06,0,non_violence,train,movies2,data\merged\videos\non_violence\movies2_001064.mp4,movies2_001064.mp4,50,224,224,uint8,wholeframe,40,8.0,95ddc753a6a86d2ce6d37940d1cb42a8211a56b7d557501c65d8f64b93a91c2d
wholeframe_rgb_t50_224/samples/movies2_movies2_001151_a7035e8c28d6.pt,movies2_movies2_001151_a7035e8c28d6,1,violence,train,movies2,data\merged\videos\violence\movies2_001151.mp4,movies2_001151.mp4,50,224,224,uint8,wholeframe,40,8.0,9a7c94f716b280c27003863f0175bf39137f9e13959b2061701940a8945ed410
wholeframe_rgb_t50_224/samples/movies2_movies2_001040_6346151eff15.pt,movies2_movies2_001040_6346151eff15,1,violence,train,movies2,data\merged\videos\violence\movies2_001040.mp4,movies2_001040.mp4,50,224,224,uint8,wholeframe,40,8.0,084a8b77ea8c96be8d3d2acf8c28417e796329a607e72184ce60c9b4dc5ef549
wholeframe_rgb_t50_224/samples/movies2_movies2_000939_6d998ddfdf37.pt,movies2_movies2_000939_6d998ddfdf37,0,non_violence,train,movies2,data\merged\videos\non_violence\movies2_000939.mp4,movies2_000939.mp4,50,224,224,uint8,wholeframe,40,8.0,6186ff5b3c96af0eaf0b88e16f1a9e260d72a879795a5bdda140453c79ade315
wholeframe_rgb_t50_224/samples/surv_fight_surv_fight_001898_470021b6b880.pt,surv_fight_surv_fight_001898_470021b6b880,1,violence,train,surv_fight,data\merged\videos\violence\surv_fight_001898.mp4,surv_fight_001898.mp4,50,224,224,uint8,wholeframe,16,8.0,e9cca82a30dccfdc82a86c48500f05147eb1b2e4147c81ebaddbab82f536dbac
wholeframe_rgb_t50_224/samples/hockey_hockey_000366_6219257a4946.pt,hockey_hockey_000366_6219257a4946,0,non_violence,train,hockey,data\merged\videos\non_violence\hockey_000366.avi,hockey_000366.avi,50,224,224,uint8,wholeframe,13,8.0,57a3dc22116ea3f714e6f72c5af5294ab891ff1342d82948ec8b8bff8fe89e0a
wholeframe_rgb_t50_224/samples/rwf2000_rwf2000_001704_53043ffbbfef.pt,rwf2000_rwf2000_001704_53043ffbbfef,0,non_violence,train,rwf2000,data\merged\videos\non_violence\rwf2000_001704.mp4,rwf2000_001704.mp4,50,224,224,uint8,wholeframe,35,8.0,742dafaa62b212dff592e528e7bcddb2bff25b51a48bf498313478fbf35bdbc4
wholeframe_rgb_t50_224/samples/hockey_hockey_000236_24cf78a479c4.pt,hockey_hockey_000236_24cf78a479c4,0,non_violence,train,hockey,data\merged\videos\non_violence\hockey_000236.avi,hockey_000236.avi,50,224,224,uint8,wholeframe,13,8.0,bf635a275d021548d6a71170c5ec10064503abdccff32e256582590e79886da5
wholeframe_rgb_t50_224/samples/movies2_movies2_001033_7ad5537ee855.pt,movies2_movies2_001033_7ad5537ee855,1,violence,train,movies2,data\merged\videos\violence\movies2_001033.mp4,movies2_001033.mp4,50,224,224,uint8,wholeframe,40,8.0,73542397dfe08393edf2d52ceef1b5c432b7ebf0c127b7fa4c1f56fd0553233f
wholeframe_rgb_t50_224/samples/movies2_movies2_000958_4a568ab7204d.pt,movies2_movies2_000958_4a568ab7204d,1,violence,train,movies2,data\merged\videos\violence\movies2_000958.mp4,movies2_000958.mp4,50,224,224,uint8,wholeframe,46,8.0,9bc7636c822c65968747164b4c1f016df7517ce79710d20b1a16570c7ddd9e76
wholeframe_rgb_t50_224/samples/hockey_hockey_000225_0dd1bc6397c1.pt,hockey_hockey_000225_0dd1bc6397c1,1,violence,train,hockey,data\merged\videos\violence\hockey_000225.avi,hockey_000225.avi,50,224,224,uint8,wholeframe,13,8.0,e50f60dc3a8ce5375ebfbd55bbd2ebd19e97b070d51110b8b8f9e3516aa1c389
wholeframe_rgb_t50_224/samples/movies2_movies2_000850_509208135f2c.pt,movies2_movies2_000850_509208135f2c,0,non_violence,train,movies2,data\merged\videos\non_violence\movies2_000850.mp4,movies2_000850.mp4,50,224,224,uint8,wholeframe,40,8.0,30fefc819e7b89372c2de4970894328a959a5b8fcaa9f281d30ed15bdd7dff8c
wholeframe_rgb_t50_224/samples/hockey_hockey_000398_af17b02fdc8c.pt,hockey_hockey_000398_af17b02fdc8c,1,violence,train,hockey,data\merged\videos\violence\hockey_000398.avi,hockey_000398.avi,50,224,224,uint8,wholeframe,13,8.0,d7d527033f9a3412a726c8d857039aa67339a70a28a926dc9f134b205a12eb17
wholeframe_rgb_t50_224/samples/movies2_movies2_001352_bbb07d22a5c5.pt,movies2_movies2_001352_bbb07d22a5c5,0,non_violence,train,movies2,data\merged\videos\non_violence\movies2_001352.mp4,movies2_001352.mp4,50,224,224,uint8,wholeframe,39,8.0,f3fef7510aff19e26d56fe05b86d82e09bcc1b839b8cd823261a236ab69f44d5
wholeframe_rgb_t50_224/samples/hockey_hockey_000267_5d121c2e3e8e.pt,hockey_hockey_000267_5d121c2e3e8e,1,violence,train,hockey,data\merged\videos\violence\hockey_000267.avi,hockey_000267.avi,50,224,224,uint8,wholeframe,13,8.0,da4abbe4aef960dc3471c6ab16179104ddb8de4ff27dc8bb99c0b0b80e982262
wholeframe_rgb_t50_224/samples/movies2_movies2_000948_79b5f8526b2e.pt,movies2_movies2_000948_79b5f8526b2e,0,non_violence,train,movies2,data\merged\videos\non_violence\movies2_000948.mp4,movies2_000948.mp4,50,224,224,uint8,wholeframe,40,8.0,14bfbb65ee861bad114f14fa61a7e51f2d1c212802a3264acc06d05375f91b9a
wholeframe_rgb_t50_224/samples/hockey_hockey_000297_5e4c2dde6a8b.pt,hockey_hockey_000297_5e4c2dde6a8b,1,violence,train,hockey,data\merged\videos\violence\hockey_000297.avi,hockey_000297.avi,50,224,224,uint8,wholeframe,13,8.0,8911c14e01f8593c0b8bc7bded86eb0adaad48d684d29057522ac0d4994536b5
wholeframe_rgb_t50_224/samples/surv_fight_surv_fight_001953_3dafb423b205.pt,surv_fight_surv_fight_001953_3dafb423b205,1,violence,train,surv_fight,data\merged\videos\violence\surv_fight_001953.mp4,surv_fight_001953.mp4,50,224,224,uint8,wholeframe,16,8.0,21e4f16814eb689f0e5126c555875eb27db56031b7812e134f769700be7f44f4
wholeframe_rgb_t50_224/samples/movies2_movies2_001458_e4165748b490.pt,movies2_movies2_001458_e4165748b490,1,violence,train,movies2,data\merged\videos\violence\movies2_001458.mp4,movies2_001458.mp4,50,224,224,uint8,wholeframe,30,8.0,b23469324d80f73cabd359bfb465249435487077d8913eb28b0999b698678469
wholeframe_rgb_t50_224/samples/hockey_hockey_000469_d3306d7cb2ce.pt,hockey_hockey_000469_d3306d7cb2ce,0,non_violence,train,hockey,data\merged\videos\non_violence\hockey_000469.avi,hockey_000469.avi,50,224,224,uint8,wholeframe,13,8.0,5bc8f07884e15cb1e1b25c8875cfa67ebd0d010f8009cea1a86b22ac434b393b
wholeframe_rgb_t50_224/samples/movies2_movies2_000519_8e48558f56ce.pt,movies2_movies2_000519_8e48558f56ce,0,non_violence,train,movies2,data\merged\videos\non_violence\movies2_000519.mp4,movies2_000519.mp4,50,224,224,uint8,wholeframe,40,8.0,36be45150feb61d89918ece63c1bb346dc11c87ef94c2965d52c329109b21064
wholeframe_rgb_t50_224/samples/movies2_movies2_000692_937b60a34ff2.pt,movies2_movies2_000692_937b60a34ff2,1,violence,train,movies2,data\merged\videos\violence\movies2_000692.mp4,movies2_000692.mp4,50,224,224,uint8,wholeframe,45,8.0,a644bdcacce533df19d8ff38ceca266b6332256a239e4bdec394056f6e1ff754
wholeframe_rgb_t50_224/samples/hockey_hockey_000165_4c16b7d70878.pt,hockey_hockey_000165_4c16b7d70878,0,non_violence,train,hockey,data\merged\videos\non_violence\hockey_000165.avi,hockey_000165.avi,50,224,224,uint8,wholeframe,13,8.0,02987e2829a941b5e098303aea89da95f9b79eab1c76464a9d1e2822723198d6
wholeframe_rgb_t50_224/samples/hockey_hockey_000018_78e427da3604.pt,hockey_hockey_000018_78e427da3604,1,violence,train,hockey,data\merged\videos\violence\hockey_000018.avi,hockey_000018.avi,50,224,224,uint8,wholeframe,13,8.0,7ad3d8f48844d334c7180671808895d94914dfbf64260041b1ca7b7c04c71406
wholeframe_rgb_t50_224/samples/movies2_movies2_001300_c820664087d9.pt,movies2_movies2_001300_c820664087d9,0,non_violence,train,movies2,data\merged\videos\non_violence\movies2_001300.mp4,movies2_001300.mp4,50,224,224,uint8,wholeframe,40,8.0,7de5a93eae6c7e0567180c1981e2dd10c0095c5e9473b80eeb15aa1a070e9455
wholeframe_rgb_t50_224/samples/rwf2000_rwf2000_001684_aa44b548dfaf.pt,rwf2000_rwf2000_001684_aa44b548dfaf,1,violence,train,rwf2000,data\merged\videos\violence\rwf2000_001684.mp4,rwf2000_001684.mp4,50,224,224,uint8,wholeframe,36,8.0,ea004c3608817317303498b1762c3e1080a59d85c4bc7d09cadf1ec12c267590
wholeframe_rgb_t50_224/samples/violent_flows_violent_flows_001558_ed76272001ca.pt,violent_flows_violent_flows_001558_ed76272001ca,1,violence,train,violent_flows,data\merged\videos\violence\violent_flows_001558.avi,violent_flows_001558.avi,50,224,224,uint8,wholeframe,37,8.0,9f901fe645973cbbdc6dc886a15d3c89684a3e53ac6da6389a680e5ae5ea7f86
wholeframe_rgb_t50_224/samples/hockey_hockey_000377_7846c5f3703a.pt,hockey_hockey_000377_7846c5f3703a,1,violence,train,hockey,data\merged\videos\violence\hockey_000377.avi,hockey_000377.avi,50,224,224,uint8,wholeframe,13,8.0,8e6f9914f7df08d36fd56932a24add3271d0975bc20b1b4f3142e54f02206037
wholeframe_rgb_t50_224/samples/movies2_movies2_000707_dd9799a4a94e.pt,movies2_movies2_000707_dd9799a4a94e,1,violence,train,movies2,data\merged\videos\violence\movies2_000707.mp4,movies2_000707.mp4,50,224,224,uint8,wholeframe,45,8.0,95922719fb08a9c4350b07090d38aa79c05bd0f9d230be45d9fab6fb5aaecf16
wholeframe_rgb_t50_224/samples/movies2_movies2_000933_889aba6b3366.pt,movies2_movies2_000933_889aba6b3366,1,violence,train,movies2,data\merged\videos\violence\movies2_000933.mp4,movies2_000933.mp4,50,224,224,uint8,wholeframe,46,8.0,c38bdc7d63974b6b1cf5f87cf8ecf5a384a91f6826bc6f0e8f00de7eb853d098
wholeframe_rgb_t50_224/samples/violent_flows_violent_flows_001553_d0d52fa75df9.pt,violent_flows_violent_flows_001553_d0d52fa75df9,1,violence,train,violent_flows,data\merged\videos\violence\violent_flows_001553.avi,violent_flows_001553.avi,50,224,224,uint8,wholeframe,34,8.0,b3a9f550ecdcf0ba7465a9ae7150adbf93f98369d266eb10b36bf25a65bb5ce7
wholeframe_rgb_t50_224/samples/movies2_movies2_000907_bc6ad782000a.pt,movies2_movies2_000907_bc6ad782000a,1,violence,train,movies2,data\merged\videos\violence\movies2_000907.mp4,movies2_000907.mp4,50,224,224,uint8,wholeframe,42,8.0,4086235d7396734f71eae30de94a2d9c751e7d394e46da36bbea48c076b2b671
wholeframe_rgb_t50_224/samples/movies2_movies2_000852_2e08a9eba105.pt,movies2_movies2_000852_2e08a9eba105,1,violence,train,movies2,data\merged\videos\violence\movies2_000852.mp4,movies2_000852.mp4,50,224,224,uint8,wholeframe,30,8.0,ca1e91b50edef82f2e3124433b58994e0699e8431f4960820b35fb6dcc5e8899
wholeframe_rgb_t50_224/samples/movies2_movies2_000612_3a4c7a47417e.pt,movies2_movies2_000612_3a4c7a47417e,0,non_violence,train,movies2,data\merged\videos\non_violence\movies2_000612.mp4,movies2_000612.mp4,50,224,224,uint8,wholeframe,40,8.0,0030eef1e8eb313fa3bf08e6aeedbcb6eb2badc48598b5d9ae21bc7efedfaf8c
wholeframe_rgb_t50_224/samples/hockey_hockey_000349_e0aca31d000f.pt,hockey_hockey_000349_e0aca31d000f,1,violence,train,hockey,data\merged\videos\violence\hockey_000349.avi,hockey_000349.avi,50,224,224,uint8,wholeframe,13,8.0,af8a5a0cfb228beccb6b90908a3f52b15a684492e59e295bf22c42dadd341cf6
wholeframe_rgb_t50_224/samples/hockey_hockey_000387_b398acb8e2af.pt,hockey_hockey_000387_b398acb8e2af,1,violence,train,hockey,data\merged\videos\violence\hockey_000387.avi,hockey_000387.avi,50,224,224,uint8,wholeframe,13,8.0,0e568db1d89750413e02466402462ed747d921131d762cd3e9fd81312abf9c45
wholeframe_rgb_t50_224/samples/violent_flows_violent_flows_001575_678348823d26.pt,violent_flows_violent_flows_001575_678348823d26,1,violence,train,violent_flows,data\merged\videos\violence\violent_flows_001575.avi,violent_flows_001575.avi,50,224,224,uint8,wholeframe,40,8.0,37cf91ab10f42e533015003c64ca86f58ba4b1c293b2c65390371ee811ba4b0f
wholeframe_rgb_t50_224/samples/hockey_hockey_000087_10d226f1b496.pt,hockey_hockey_000087_10d226f1b496,0,non_violence,train,hockey,data\merged\videos\non_violence\hockey_000087.avi,hockey_000087.avi,50,224,224,uint8,wholeframe,13,8.0,a7b15246e8fe8e9427a5f69ff883aed3f6ceb5526f35a3147ae8b6146ae06ffe
wholeframe_rgb_t50_224/samples/violent_flows_violent_flows_001551_06d827156fa1.pt,violent_flows_violent_flows_001551_06d827156fa1,0,non_violence,train,violent_flows,data\merged\videos\non_violence\violent_flows_001551.avi,violent_flows_001551.avi,50,224,224,uint8,wholeframe,29,8.0,edbfbb39bf0ad5991b0b25b259e4f9a6cb991c60c4fcb81bedb056a34ac81a77
wholeframe_rgb_t50_224/samples/movies2_movies2_001023_c6563272894c.pt,movies2_movies2_001023_c6563272894c,0,non_violence,train,movies2,data\merged\videos\non_violence\movies2_001023.mp4,movies2_001023.mp4,50,224,224,uint8,wholeframe,40,8.0,ab865cd2e03b1d26b4b83491f986d07df71fc4b7820d44b2b80bdfbf839c4de3
wholeframe_rgb_t50_224/samples/movies2_movies2_000753_9dad40066ef1.pt,movies2_movies2_000753_9dad40066ef1,1,violence,train,movies2,data\merged\videos\violence\movies2_000753.mp4,movies2_000753.mp4,50,224,224,uint8,wholeframe,44,8.0,bd8eba45c7ffad9aaf9639b2c164ab2266717c0aa02ee85ca225d58c8f360024
wholeframe_rgb_t50_224/samples/movies2_movies2_000534_27b742daba14.pt,movies2_movies2_000534_27b742daba14,0,non_violence,train,movies2,data\merged\videos\non_violence\movies2_000534.mp4,movies2_000534.mp4,50,224,224,uint8,wholeframe,40,8.0,d888c7f021bcd80482160366599610b0de480bd49beb9848dbfb65b18a3ebede
wholeframe_rgb_t50_224/samples/hockey_hockey_000213_48d2d955ffc5.pt,hockey_hockey_000213_48d2d955ffc5,1,violence,train,hockey,data\merged\videos\violence\hockey_000213.avi,hockey_000213.avi,50,224,224,uint8,wholeframe,13,8.0,3e73e7cd2bd96c28fa2b96404793bcc768dfd22ac9310ac932110f96e33c5700
wholeframe_rgb_t50_224/samples/movies2_movies2_000567_94fe12ff2044.pt,movies2_movies2_000567_94fe12ff2044,0,non_violence,train,movies2,data\merged\videos\non_violence\movies2_000567.mp4,movies2_000567.mp4,50,224,224,uint8,wholeframe,40,8.0,e3caa5cb6199e66d02ce1d3c0ca2d1920615d53c7fcd2a5b816cb3fdc286a811
wholeframe_rgb_t50_224/samples/movies2_movies2_000849_70762276e5d4.pt,movies2_movies2_000849_70762276e5d4,0,non_violence,train,movies2,data\merged\videos\non_violence\movies2_000849.mp4,movies2_000849.mp4,50,224,224,uint8,wholeframe,40,8.0,029709308e306d820c4f5a4930fa10d323120fb1d6da5d6d3dce26cefec71dbc
