video_id,source_dataset,label,split,semantic_group_id,source_video_relative,original_dataset_relative,merged_filename,clip_length,frame_count,sample_fps,m1_cached_tensor_sha256,raw_video_size_bytes,raw_video_sha256
hockey_hockey_000014_744579658a5c,hockey,0,val,pcg_b172b73be7e9e0bb,data/merged/videos/non_violence/hockey_000014.avi,Hockey Fight/nofights/no112_xvid.avi,hockey_000014.avi,50,13,8.0,de1ca7e412189aae311b2201849ee580230694e5c2f8d32427eaa0a8efce0524,233722,c4fa1c6d09640cad0f544d03503000f2dcd83ed6be7da5e3f4c5b1631dbc96fb
hockey_hockey_000014_bff991765c29,hockey,1,test,pcg_6dc7f25685a6d7df,data/merged/videos/violence/hockey_000014.avi,Hockey Fight/fights/fi112_xvid.avi,hockey_000014.avi,50,13,8.0,09a0b9ee26d0987ca32229127d80a5c7a6b76068f8bf5656a1732168407507b1,234788,31cb73ecbc049073f4a720b19932afc280e594efe613335ae2af9d1f257a703f
hockey_hockey_000015_c2d43e4c670f,hockey,1,train,pcg_803da0da88df2c39,data/merged/videos/violence/hockey_000015.avi,Hockey Fight/fights/fi113_xvid.avi,hockey_000015.avi,50,13,8.0,f0db1e8a5d76caf1edbfc376b6100bb5c4196efbc78a553259219e13b33512d5,239146,9901d2d9e37bb834c60b4f35f488560deb0207873a30acf28661ef9857c52c83
hockey_hockey_000015_c64854271602,hockey,0,train,pcg_c59c6f94821135d2,data/merged/videos/non_violence/hockey_000015.avi,Hockey Fight/nofights/no113_xvid.avi,hockey_000015.avi,50,13,8.0,7bafd5373438bdcabbf25bbb835d97e738d15378bd44c3fb891264215e678023,241844,454455297282f5ade6346a98f3aee97aa845d923b1f1f92c7b66774fef595477
hockey_hockey_000016_2576cb535741,hockey,0,train,pcg_1183a8cf07e143bf,data/merged/videos/non_violence/hockey_000016.avi,Hockey Fight/nofights/no114_xvid.avi,hockey_000016.avi,50,13,8.0,a28b4c7c0e045137c1079440d7a878b351894160322457a9474787a4a20780e2,232454,66d37b0c471cc85ff9474f1869b8d26fabdb02bf2b5637d82e725df36c7a327f
hockey_hockey_000016_9ce8f0ab080b,hockey,1,val,pcg_9e70d734d60dd6a8,data/merged/videos/violence/hockey_000016.avi,Hockey Fight/fights/fi114_xvid.avi,hockey_000016.avi,50,13,8.0,cd4ba158bb0cb0a6153863877526f0d24b9cd85c75f8939d997432bcdefa59d0,246398,ddfde931d15fffc0dd5ca517a43de300873daa1d2a1e73ace3d8b3aa5fce53e5
hockey_hockey_000017_7a569911d2cd,hockey,1,val,pcg_0e90891e2c4392b2,data/merged/videos/violence/hockey_000017.avi,Hockey Fight/fights/fi115_xvid.avi,hockey_000017.avi,50,13,8.0,0179001801a19975983e95a103d638ef4b4787d417dcaad3737a1442c9051a4d,243532,a38bf3aa43b65fa793703b7b7ab172a78dadb83c3749a59b48231f4846254528
hockey_hockey_000017_95d92a3ec714,hockey,0,train,pcg_3928e4adac8d640c,data/merged/videos/non_violence/hockey_000017.avi,Hockey Fight/nofights/no115_xvid.avi,hockey_000017.avi,50,13,8.0,a733be0de73c3d587076a50ef63475745f42fc75e8fb6146b10c43ab52ca6edc,248614,05e658656ab68d35c6b0d0c6f8e909eef2d8b9a708204f4bbe3150caa6182647
hockey_hockey_000018_049f50eb2c8f,hockey,0,test,pcg_908ac7ffdfd43a31,data/merged/videos/non_violence/hockey_000018.avi,Hockey Fight/nofights/no116_xvid.avi,hockey_000018.avi,50,13,8.0,71402b29a13c3966d11977811e4fe57db8a34dca5a0a4e56c3c4ddfd3df63889,253992,f8247ff701b403299ac8aa3a0a2c9f7c04bbf858ad3514a5645c69ccce4fc1d0
hockey_hockey_000018_78e427da3604,hockey,1,train,pcg_8568e8497fc70ae7,data/merged/videos/violence/hockey_000018.avi,Hockey Fight/fights/fi116_xvid.avi,hockey_000018.avi,50,13,8.0,7ad3d8f48844d334c7180671808895d94914dfbf64260041b1ca7b7c04c71406,246910,ecdec433fe9036332adb771fc441bc9c6b071cf7975c9e127c10639ce3085347
hockey_hockey_000019_2e472971d853,hockey,1,train,pcg_9b3c744ede46062b,data/merged/videos/violence/hockey_000019.avi,Hockey Fight/fights/fi117_xvid.avi,hockey_000019.avi,50,13,8.0,4b1fc10195567949a63da494165f43d1811165e1a2cfa26eb436ba3d22af7fe2,241596,c7c5d0e3c95962dc46fb129b611e2e3feed06aafad04115cafde9170c8990322
hockey_hockey_000019_f2269c7ba3eb,hockey,0,train,pcg_e244fd1d5af79b98,data/merged/videos/non_violence/hockey_000019.avi,Hockey Fight/nofights/no117_xvid.avi,hockey_000019.avi,50,13,8.0,c50f6afb1b0724ba1b7c0fbb1d117199c2706554c01935198694626aa8385d68,252346,695c29050de12ca3fc42506a90ec4ac1027039ec5e4e633811904b317e89d8fd
hockey_hockey_000020_2c18e4b86688,hockey,1,train,pcg_f6f968ce9a89f0e3,data/merged/videos/violence/hockey_000020.avi,Hockey Fight/fights/fi118_xvid.avi,hockey_000020.avi,50,13,8.0,3fd6e689e1ba96f4155f91596eea662ad65f8d71362786d500e98e31b06105ad,236676,e8e06a40ad16903aeabeb70141740dd11a1815f99235d0c4e4a2d421b48859fe
hockey_hockey_000020_658d1a4376cb,hockey,0,train,pcg_8cff126f6a8a016d,data/merged/videos/non_violence/hockey_000020.avi,Hockey Fight/nofights/no118_xvid.avi,hockey_000020.avi,50,13,8.0,5784c84fc2e872238205abeb32b46ca28ad93bf66a852e56866e745a4c58c160,220756,b18b4a22a0724b334f9b081fa9668ffcba9ffb49c383586a701312492fc9e3e4
hockey_hockey_000021_718c73992be5,hockey,0,train,pcg_0b8cb4e2033be4c3,data/merged/videos/non_violence/hockey_000021.avi,Hockey Fight/nofights/no119_xvid.avi,hockey_000021.avi,50,13,8.0,e92a9a6d502dbfc4dff7748e0eb4513e795e0bea8782b23c7f103e17f4b8f6a6,249158,aca13b26fc2152aff02c499cbdc430d8ac1d13da9200b4a531a07723290e82af
hockey_hockey_000021_9aaf3b4e921a,hockey,1,test,pcg_f1819a820c6a4170,data/merged/videos/violence/hockey_000021.avi,Hockey Fight/fights/fi119_xvid.avi,hockey_000021.avi,50,13,8.0,2d79a13ab8518353e7c34c3d1ee339b74fc824afc3d2027c67484c9f8b35d0d7,242642,e02b78f58027863bd9bcee00e227036562636794b9dc8fcfeb42c4f2146663e4
hockey_hockey_000022_47f1a9de802a,hockey,1,train,pcg_f64219478bb9540d,data/merged/videos/violence/hockey_000022.avi,Hockey Fight/fights/fi11_xvid.avi,hockey_000022.avi,50,13,8.0,dda738cc5a220bc2896b2ae3727bd54faa42f58832ba87f362bb0887a0eacaed,227006,07af82dc3584a431772966351dc2465e69254927ce7e8205e363c12a0d3dd06c
hockey_hockey_000022_a5629f1f5b15,hockey,0,train,pcg_fe3e4cad0ccf7cf5,data/merged/videos/non_violence/hockey_000022.avi,Hockey Fight/nofights/no11_xvid.avi,hockey_000022.avi,50,13,8.0,585b737208b0d3ba6944563c4d0d3e40b044fedfbb332fcb43c0ccd6ef4b3caf,221656,205cc413bd23d20b337c9c6016aee03724e9fa40a72aeda5268c37c8bea12e81
hockey_hockey_000023_7714e527b371,hockey,1,train,pcg_2ad6c6f6381ef0cf,data/merged/videos/violence/hockey_000023.avi,Hockey Fight/fights/fi120_xvid.avi,hockey_000023.avi,50,13,8.0,99f097a2860a7be4e55460e947678bd2882201c09786980524a3dc57e50c9a34,246336,1581946d0ae590dc5bc56258ddd3e2bbbd3de1d4a3180c4ca494d47205b5d605
hockey_hockey_000023_9cc1cc7fea9b,hockey,0,train,pcg_91f033d81592d0d7,data/merged/videos/non_violence/hockey_000023.avi,Hockey Fight/nofights/no120_xvid.avi,hockey_000023.avi,50,13,8.0,42c15da4e379cf80931012c80b3d4796a6cefe71546e64eb462dce5d14a14d5a,263392,2adbc8a32e1d2ea27de2bcd64c87bc7c8e0bb55f43d7c79ccfa777b338d04403
hockey_hockey_000024_478afc02bac5,hockey,1,train,pcg_035d60ca9157ca79,data/merged/videos/violence/hockey_000024.avi,Hockey Fight/fights/fi121_xvid.avi,hockey_000024.avi,50,13,8.0,e5f272ff8f1e6495539d354bc5e045482d9d214a37a5ef74b965be1e8316e086,245110,62420709847b443687048ff5c65239747a0dfbea4c9b757c6ff4ed3d89da01e1
hockey_hockey_000024_f6213542a556,hockey,0,val,pcg_275afa18ef8ed1ec,data/merged/videos/non_violence/hockey_000024.avi,Hockey Fight/nofights/no121_xvid.avi,hockey_000024.avi,50,13,8.0,9207c978ffc09be4fd8f27428499fe6a59781366944f1282164fa07104cc3dea,225284,1ffcb31bf99837f1a71c293a08e1cc0101212d2d2c4e19b5dcc251934bb4354c
hockey_hockey_000025_0399ebcc7119,hockey,0,train,pcg_b957da433051da44,data/merged/videos/non_violence/hockey_000025.avi,Hockey Fight/nofights/no122_xvid.avi,hockey_000025.avi,50,13,8.0,616289849be802359a12bbf580ea8aed69412247773ff3ed480bf045c0e91682,229912,8d0fe69491d9b1278e1f4e3a0059926156fe354631002c2fd1dc1e3870e37f45
hockey_hockey_000025_e16a712c58b1,hockey,1,train,pcg_410b65d32d910901,data/merged/videos/violence/hockey_000025.avi,Hockey Fight/fights/fi122_xvid.avi,hockey_000025.avi,50,13,8.0,e24c6b4733f6a906abb8c2b2fd0efa3a1407435a166d09a28008451d18b9cfca,247406,dceca0ca5d641d2b10490fc5c913423643622aacd53857c3ec003c9fa2201fc3
hockey_hockey_000026_8c21f8ec5591,hockey,1,train,pcg_610fac9258091039,data/merged/videos/violence/hockey_000026.avi,Hockey Fight/fights/fi123_xvid.avi,hockey_000026.avi,50,13,8.0,bae2e57a28019e724aa0e0c382e793137a83f1c6e4479993f9889890c1050543,207084,009de2b964c994d035d9a3a4924e84c10431e6c6f57e352f0266b6186dca8e96
hockey_hockey_000027_a5f9f32bfd9e,hockey,0,train,pcg_a9a34bc44bd5099b,data/merged/videos/non_violence/hockey_000027.avi,Hockey Fight/nofights/no124_xvid.avi,hockey_000027.avi,50,13,8.0,afefdf522cccc13db3bd071d694dc3c0be526f76e3f6ec69963b43c2420ef46f,248688,ace57d599f4f6e765e4bd5c1ff4f7a5f8ea93a86cfdcad2fc97fd4468c01b0df
hockey_hockey_000027_f38ba2c53df9,hockey,1,train,pcg_237ae9c34fda7252,data/merged/videos/violence/hockey_000027.avi,Hockey Fight/fights/fi124_xvid.avi,hockey_000027.avi,50,13,8.0,74902b19fca9430705a4cd3f28abfeebce20f168acd0e3a9ec064c78da91da7e,248442,320609183e5e33ce84bc4d23be337b2780f0c397d0d428feb10f5122034879a0
hockey_hockey_000028_07b098c9f944,hockey,1,train,pcg_fcf25ff4c44ad94e,data/merged/videos/violence/hockey_000028.avi,Hockey Fight/fights/fi125_xvid.avi,hockey_000028.avi,50,13,8.0,6a3c066a9565e772907b8790e0de08f2154856d03ba26f8db8652ac24f1fb1fd,246116,adc58c7d4c7e52cdc2e252f96e9154d913028c2be62689b246dd4101eb0835c3
hockey_hockey_000029_ef0b0f64875b,hockey,1,train,pcg_a7fc21b13e14da46,data/merged/videos/violence/hockey_000029.avi,Hockey Fight/fights/fi126_xvid.avi,hockey_000029.avi,50,13,8.0,b16608343ccd763da8945ac809d5d5e785b63d42d1684ad190510e1e65357fad,225404,6e3e7f1fd151ed215f0943e876f481094c6b37893002e5d9b49ef3d1956592a0
hockey_hockey_000030_545fb01f40ff,hockey,0,train,pcg_bd6b6267a4be1109,data/merged/videos/non_violence/hockey_000030.avi,Hockey Fight/nofights/no127_xvid.avi,hockey_000030.avi,50,13,8.0,586b1c4cce6e22ef626dd3efc40c4e4424655779acab9676d7dda70922850b3b,240642,03fa86da281fd0723c9d59e4d5497f3c008bc89577e62862e63eefe586d8b547
hockey_hockey_000030_c339adac190d,hockey,1,test,pcg_8d0336a4d3040c05,data/merged/videos/violence/hockey_000030.avi,Hockey Fight/fights/fi127_xvid.avi,hockey_000030.avi,50,13,8.0,03e73624be9fc13ffa2c092ca92160479cb1034163b7eee718ac34e0222d384e,223388,b788b0b6f9998afa593fa3fa9fc290475e8fca58fb3e126684b93057fe174646
hockey_hockey_000031_d06b162ff187,hockey,1,test,pcg_9a47660b061aa12d,data/merged/videos/violence/hockey_000031.avi,Hockey Fight/fights/fi128_xvid.avi,hockey_000031.avi,50,13,8.0,69ba4d87068dcf002d3aa4658470307af6fc7bf69d51ecb42fc7c96a03a6d63b,207560,92fcbbe16dc17abc64684cdf4166bfaf45fb4acac228247df98fe1f9646eb720
hockey_hockey_000032_512fa6a7be98,hockey,1,test,pcg_6c97ada726a66997,data/merged/videos/violence/hockey_000032.avi,Hockey Fight/fights/fi129_xvid.avi,hockey_000032.avi,50,13,8.0,eae99e621d78a979244bb667c9cb8379e6a2aa532c1a1e6c1343996b601ee8d8,207212,049ecd1380f09f6ec35c269ebe32f3596c04b0057cf9b459cedcc83b8b71d4f5
hockey_hockey_000033_2c098d757550,hockey,0,train,pcg_33c02c7f5e6720a5,data/merged/videos/non_violence/hockey_000033.avi,Hockey Fight/nofights/no12_xvid.avi,hockey_000033.avi,50,13,8.0,859e7b993d628d37a15dce04a77d8f4ecf2dc249c799b7371a785ee52ace7c40,216906,f3126b071c5da7b37bf3fdd5460754d5d9018da69465a1470e142b21060265c4
hockey_hockey_000033_b813406a180d,hockey,1,val,pcg_9dc5d790c2cc78aa,data/merged/videos/violence/hockey_000033.avi,Hockey Fight/fights/fi12_xvid.avi,hockey_000033.avi,50,13,8.0,f58aa146adea814cfd0136b9c64ccb2bfce047e2e53fa7bd728f090ccb597236,218218,9b541221192a17da0cf026d57d38ddd5419ebdc69386a8f9755796673f79b749
hockey_hockey_000034_57c403186c32,hockey,1,train,pcg_3f0c1299c510eb5c,data/merged/videos/violence/hockey_000034.avi,Hockey Fight/fights/fi130_xvid.avi,hockey_000034.avi,50,13,8.0,180aeacba79d504154a8c837088e141f148f1833b056cc6a42d84c1abc6cc2e9,217462,680e3b8ede9857da99de80d66530849dc3be468b6ffe2daa3e382008009398f5
hockey_hockey_000035_d7f09dddd45d,hockey,1,train,pcg_1725a481503eb8d7,data/merged/videos/violence/hockey_000035.avi,Hockey Fight/fights/fi131_xvid.avi,hockey_000035.avi,50,13,8.0,d498db2113ad92786280c54827aa0a3a2d7fe76c786b78d310a4420847f681fe,211216,12124ae6757caf80da3c1e956d41949babbbc84e89aa5bf9c33d4d9e3ff50056
hockey_hockey_000036_7fb6d19c68de,hockey,1,train,pcg_d58e8b7cc1dbc059,data/merged/videos/violence/hockey_000036.avi,Hockey Fight/fights/fi132_xvid.avi,hockey_000036.avi,50,13,8.0,528aa017135aa14efcec52cc022bef7e9c0572dcb2e73fd210b475ceb4f37584,201316,238ade256f1f129e1f062bfac48c641e0b4c385c74e5191accc830d87cfa4b4c
hockey_hockey_000037_466c0adb2046,hockey,0,train,pcg_12084460137d53b9,data/merged/videos/non_violence/hockey_000037.avi,Hockey Fight/nofights/no133_xvid.avi,hockey_000037.avi,50,13,8.0,2f7a1a93ed990e39518cf64e2d709856a27efccfee110d83b7b08c947782bcf4,228372,b39b4d44e70a5c3e723046346a38fe6e444083340f6f18ff96f29d7b78de4ec5
hockey_hockey_000037_a0fe7058bedb,hockey,1,train,pcg_a8ff4928360aa28b,data/merged/videos/violence/hockey_000037.avi,Hockey Fight/fights/fi133_xvid.avi,hockey_000037.avi,50,13,8.0,02318b4e0c6d5698d78b7fa6021bc9cf233acfa66857f0f0b8ffe2627e0fc6ad,211584,69ad1849eac108f547b2c071e15d4a394ad1024ef5adcd964ca56a5362ed9bf6
hockey_hockey_000038_06ea3d4b118b,hockey,1,val,pcg_c77de8c789893c84,data/merged/videos/violence/hockey_000038.avi,Hockey Fight/fights/fi134_xvid.avi,hockey_000038.avi,50,13,8.0,76dbed399908286339c9fa2ed7ce843780c87232e5dc3f035666311bacd622b8,196946,03647119415f0ef21ed586d41960c56879ec6f59b3909e0d95ac2aef8ac1a152
hockey_hockey_000039_024d8bf51309,hockey,1,val,pcg_638dc7b5fda3beb4,data/merged/videos/violence/hockey_000039.avi,Hockey Fight/fights/fi135_xvid.avi,hockey_000039.avi,50,13,8.0,029f575747da768db1730ad7826368bd3342a35516564b8293892030be07b466,209244,09ae120573e911c8531b54192c2f21ca7ee6119505532a71999ff718804d41a4
hockey_hockey_000040_58ef0a052da6,hockey,1,train,pcg_d1e8be07b154173e,data/merged/videos/violence/hockey_000040.avi,Hockey Fight/fights/fi136_xvid.avi,hockey_000040.avi,50,13,8.0,dcda409940737207cb50dcf48aeee4cd1cdff0e7747181d58b264876204581ca,206726,46f8cd67cb07e83ec1d51a1f2a5d76bf5bbdfe159d4bd27cb0f4a7d9b07ab63b
hockey_hockey_000041_3f1f3765ba42,hockey,1,val,pcg_50b14a9da8162ed5,data/merged/videos/violence/hockey_000041.avi,Hockey Fight/fights/fi137_xvid.avi,hockey_000041.avi,50,13,8.0,92a5c3b57569bff73a737e77d20d7104676369f78d3ceda984beb59ca0ac9fc9,230888,574c42a9bb915dbda061df24108588dceb9bf64a29d4aacc99e49784b3802045
hockey_hockey_000041_7b9ff070e52e,hockey,0,test,pcg_14cdb51193c8f858,data/merged/videos/non_violence/hockey_000041.avi,Hockey Fight/nofights/no137_xvid.avi,hockey_000041.avi,50,13,8.0,289d9237e4d38e3b974d8053619eef77fdfcb13e482ff76be0b63b2d37563422,224202,6e300af9924af4990cfa4a44483d6d9fde07f5899d43cb453aa8326614d83b36
hockey_hockey_000042_0cd0c7295031,hockey,1,val,pcg_64f93673c8a4779f,data/merged/videos/violence/hockey_000042.avi,Hockey Fight/fights/fi138_xvid.avi,hockey_000042.avi,50,13,8.0,407da997c58c358016b56e9107f9663586c9647d2e40adfe82f30e389cea63e9,230066,16c694db00ebe9e51c2f7af9fec1e312eb783cda415cd8954418164bdaee6cb1
