cache_path,clip_length,dtype,duration_sec,frame_count,height,label,label_name,merged_filename,preprocess_type,runtime_label_access,sample_fps,sha256,source_dataset,source_video,split,video_id,width
wholeframe_rgb_t50_224/samples/hockey_hockey_000386_b855d06040df.pt,50,uint8,1.64,13,224,0,non_violence,hockey_000386.avi,wholeframe,forbidden,8.0,cf36f1c783ec3a882856f09bbf4a149cf78b0ae7daccb8a644bd995c58b07864,hockey,data\merged\videos\non_violence\hockey_000386.avi,test,hockey_hockey_000386_b855d06040df,224
wholeframe_rgb_t50_224/samples/hockey_hockey_000490_e7209551c077.pt,50,uint8,1.64,13,224,0,non_violence,hockey_000490.avi,wholeframe,forbidden,8.0,5607ad0a3cb4321374594f915dfbeb8ad3698a7c52e98ab9d820253dedc95064,hockey,data\merged\videos\non_violence\hockey_000490.avi,test,hockey_hockey_000490_e7209551c077,224
wholeframe_rgb_t50_224/samples/movies2_movies2_000593_6e62baca2f48.pt,50,uint8,4.32,35,224,0,non_violence,movies2_000593.mp4,wholeframe,forbidden,8.0,82155a0bc421d09e91fbc86a6f4f2c3867731ec17a383d6b30ebeb12b752caf6,movies2,data\merged\videos\non_violence\movies2_000593.mp4,test,movies2_movies2_000593_6e62baca2f48,224
wholeframe_rgb_t50_224/samples/movies2_movies2_000688_8d0a4857fe23.pt,50,uint8,5.0,40,224,0,non_violence,movies2_000688.mp4,wholeframe,forbidden,8.0,7fbe75b5556ec324c7dfd9e1f4d5f41775610767dd46a9571150ce17d155e221,movies2,data\merged\videos\non_violence\movies2_000688.mp4,test,movies2_movies2_000688_8d0a4857fe23,224
wholeframe_rgb_t50_224/samples/rwf2000_rwf2000_001654_0d31aa71408a.pt,50,uint8,6.4,50,224,0,non_violence,rwf2000_001654.mp4,wholeframe,forbidden,8.0,712d3d9e287373f3d69744172b45e4faa29ca9b6706c4a8d7d627c612ce63200,rwf2000,data\merged\videos\non_violence\rwf2000_001654.mp4,test,rwf2000_rwf2000_001654_0d31aa71408a,224
wholeframe_rgb_t50_224/samples/movies2_movies2_000522_9a087f375aef.pt,50,uint8,5.0,40,224,0,non_violence,movies2_000522.mp4,wholeframe,forbidden,8.0,ddaa7fc82210b0fa59566e8fcd633afabeed2a3dcb6acc927ba1174c509e21e1,movies2,data\merged\videos\non_violence\movies2_000522.mp4,test,movies2_movies2_000522_9a087f375aef,224
wholeframe_rgb_t50_224/samples/surv_fight_surv_fight_001876_50ff50e65674.pt,50,uint8,2.002,16,224,0,non_violence,surv_fight_001876.mp4,wholeframe,forbidden,8.0,751f020defb59240c65409742aa2bf7899e390608b1767b9ded3ff941c8185ad,surv_fight,data\merged\videos\non_violence\surv_fight_001876.mp4,test,surv_fight_surv_fight_001876_50ff50e65674,224
wholeframe_rgb_t50_224/samples/movies2_movies2_000774_8b51e8b439f5.pt,50,uint8,4.721656,38,224,0,non_violence,movies2_000774.mp4,wholeframe,forbidden,8.0,1b35c03c393a2b9a13a08e72e4956fc90b9fb26ed5fb793fbbaf0c8c9c719552,movies2,data\merged\videos\non_violence\movies2_000774.mp4,test,movies2_movies2_000774_8b51e8b439f5,224
wholeframe_rgb_t50_224/samples/hockey_hockey_000191_3801ce9ffad3.pt,50,uint8,1.64,13,224,0,non_violence,hockey_000191.avi,wholeframe,forbidden,8.0,5a630fd831a2ec4048ca4149f0392d173c8ef85c484b21e4c26b842474239ebf,hockey,data\merged\videos\non_violence\hockey_000191.avi,test,hockey_hockey_000191_3801ce9ffad3,224
wholeframe_rgb_t50_224/samples/hockey_hockey_000147_275efd3fa3c8.pt,50,uint8,1.64,13,224,0,non_violence,hockey_000147.avi,wholeframe,forbidden,8.0,addededf38ceebfb219b62a6aa18d6c06e924f1136747cab80b71c5b0dd152d1,hockey,data\merged\videos\non_violence\hockey_000147.avi,test,hockey_hockey_000147_275efd3fa3c8,224
wholeframe_rgb_t50_224/samples/movies2_movies2_000855_a2c67673ede4.pt,50,uint8,5.0,40,224,0,non_violence,movies2_000855.mp4,wholeframe,forbidden,8.0,a2ffc2ff433842072db7dbc2341fc1485033648c070fb12fff0cca0361903f8c,movies2,data\merged\videos\non_violence\movies2_000855.mp4,test,movies2_movies2_000855_a2c67673ede4,224
wholeframe_rgb_t50_224/samples/movies2_movies2_001364_acd87a578c83.pt,50,uint8,5.32,43,224,0,non_violence,movies2_001364.mp4,wholeframe,forbidden,8.0,c47648c6102ac4767bf2d7a79ebf8764698667234d1cb7b7bd45fa662bcaca0a,movies2,data\merged\videos\non_violence\movies2_001364.mp4,test,movies2_movies2_001364_acd87a578c83,224
wholeframe_rgb_t50_224/samples/movies2_movies2_001013_873d88de6030.pt,50,uint8,5.0,40,224,0,non_violence,movies2_001013.mp4,wholeframe,forbidden,8.0,a71bee4ea6a08245b3ad41239c480187051421daa5625f70cad64c75668947c5,movies2,data\merged\videos\non_violence\movies2_001013.mp4,test,movies2_movies2_001013_873d88de6030,224
wholeframe_rgb_t50_224/samples/hockey_hockey_000099_b0cb97535d6a.pt,50,uint8,1.64,13,224,0,non_violence,hockey_000099.avi,wholeframe,forbidden,8.0,594ad6322a7839d4681efa3675599b13dd9811e5ded99322e386cc10d4706109,hockey,data\merged\videos\non_violence\hockey_000099.avi,test,hockey_hockey_000099_b0cb97535d6a,224
wholeframe_rgb_t50_224/samples/surv_fight_surv_fight_001843_c0d8daee1cee.pt,50,uint8,2.006916,16,224,0,non_violence,surv_fight_001843.mp4,wholeframe,forbidden,8.0,a4770f9c992d730a1208cc6444b9b55c55827a732e62adec676efdf3df59d819,surv_fight,data\merged\videos\non_violence\surv_fight_001843.mp4,test,surv_fight_surv_fight_001843_c0d8daee1cee,224
wholeframe_rgb_t50_224/samples/movies2_movies2_000634_8c4573ae01db.pt,50,uint8,5.0,40,224,0,non_violence,movies2_000634.mp4,wholeframe,forbidden,8.0,9d8f2c6685425ec6662a2ddefef71319184799f52d55a1c4237fa5000010f7ba,movies2,data\merged\videos\non_violence\movies2_000634.mp4,test,movies2_movies2_000634_8c4573ae01db,224
wholeframe_rgb_t50_224/samples/surv_fight_surv_fight_001745_5c902b999b75.pt,50,uint8,3.40712,27,224,0,non_violence,surv_fight_001745.mp4,wholeframe,forbidden,8.0,e5e2604100f6e9283e0ad025cff95030210f5ca10fb082de7937323999b014aa,surv_fight,data\merged\videos\non_violence\surv_fight_001745.mp4,test,surv_fight_surv_fight_001745_5c902b999b75,224
wholeframe_rgb_t50_224/samples/movies2_movies2_000557_adb1f948dcbe.pt,50,uint8,5.0,40,224,0,non_violence,movies2_000557.mp4,wholeframe,forbidden,8.0,f7fd58396594c77584e20984886a217ca2c31adb046294e0378c963cea3e6e86,movies2,data\merged\videos\non_violence\movies2_000557.mp4,test,movies2_movies2_000557_adb1f948dcbe,224
wholeframe_rgb_t50_224/samples/movies2_movies2_001018_e838d1618d9e.pt,50,uint8,5.0,40,224,0,non_violence,movies2_001018.mp4,wholeframe,forbidden,8.0,2ee1ee5939ea41e20a3e59aadb0ac4d1152ee2a1033d0c59aec3b3b3240fd649,movies2,data\merged\videos\non_violence\movies2_001018.mp4,test,movies2_movies2_001018_e838d1618d9e,224
wholeframe_rgb_t50_224/samples/movies2_movies2_001159_521d413bd06b.pt,50,uint8,5.0,40,224,0,non_violence,movies2_001159.mp4,wholeframe,forbidden,8.0,c20f783dd00591678d02743963f4f68a072fab47917cd4b8d3954d33218975b5,movies2,data\merged\videos\non_violence\movies2_001159.mp4,test,movies2_movies2_001159_521d413bd06b,224
wholeframe_rgb_t50_224/samples/movies2_movies2_000796_124752da623e.pt,50,uint8,5.0,40,224,0,non_violence,movies2_000796.mp4,wholeframe,forbidden,8.0,1f9d47e0dc813fa5dba8a806057709acc1887809b541c2cc76d1fffe5df73702,movies2,data\merged\videos\non_violence\movies2_000796.mp4,test,movies2_movies2_000796_124752da623e,224
wholeframe_rgb_t50_224/samples/violent_flows_violent_flows_001623_18ae4e2b34a6.pt,50,uint8,3.48,28,224,0,non_violence,violent_flows_001623.avi,wholeframe,forbidden,8.0,6426c2176fa63381cffb3b642f56e50be27ff3fe125cdcf1f41fd11ea68e91cb,violent_flows,data\merged\videos\non_violence\violent_flows_001623.avi,test,violent_flows_violent_flows_001623_18ae4e2b34a6,224
wholeframe_rgb_t50_224/samples/movies2_movies2_001483_e60d42cf5edc.pt,50,uint8,5.0,40,224,0,non_violence,movies2_001483.avi,wholeframe,forbidden,8.0,3504ae545739ebc0d53b790cc5573b704c22bb8eb417cab6a599ce52568af76d,movies2,data\merged\videos\non_violence\movies2_001483.avi,test,movies2_movies2_001483_e60d42cf5edc,224
wholeframe_rgb_t50_224/samples/movies2_movies2_000690_63602f6cb085.pt,50,uint8,4.32,35,224,0,non_violence,movies2_000690.mp4,wholeframe,forbidden,8.0,2cf6b0dc3327070f8d4be744321faaa89fc90bb0a1365a75b1268c416a9f2dba,movies2,data\merged\videos\non_violence\movies2_000690.mp4,test,movies2_movies2_000690_63602f6cb085,224
wholeframe_rgb_t50_224/samples/movies2_movies2_001350_9b46538655ce.pt,50,uint8,4.514671,36,224,0,non_violence,movies2_001350.mp4,wholeframe,forbidden,8.0,53f6d9c90537181ef49d7a5f3aeef3b99d3bcbafd8b21037ca61d2e20b3669a5,movies2,data\merged\videos\non_violence\movies2_001350.mp4,test,movies2_movies2_001350_9b46538655ce,224
wholeframe_rgb_t50_224/samples/violent_flows_violent_flows_001581_94f79ceee549.pt,50,uint8,2.616,21,224,0,non_violence,violent_flows_001581.avi,wholeframe,forbidden,8.0,154d807ff7922556e037261920b8c87d1ef5de4bd92f0f6a69aec70b13523d84,violent_flows,data\merged\videos\non_violence\violent_flows_001581.avi,test,violent_flows_violent_flows_001581_94f79ceee549,224
wholeframe_rgb_t50_224/samples/rwf2000_rwf2000_001695_a284d5029513.pt,50,uint8,4.333333,35,224,0,non_violence,rwf2000_001695.mp4,wholeframe,forbidden,8.0,e216427bbd9686356eb393668f8c3018cc366e897b7b9756a1647f7512487ff2,rwf2000,data\merged\videos\non_violence\rwf2000_001695.mp4,test,rwf2000_rwf2000_001695_a284d5029513,224
wholeframe_rgb_t50_224/samples/hockey_hockey_000005_9d978c44c2f3.pt,50,uint8,1.64,13,224,0,non_violence,hockey_000005.avi,wholeframe,forbidden,8.0,1cf2da733329064a47127178f68d5459b733d747ad79763f9682918c5a690eac,hockey,data\merged\videos\non_violence\hockey_000005.avi,test,hockey_hockey_000005_9d978c44c2f3,224
wholeframe_rgb_t50_224/samples/movies2_movies2_000861_b50acf718fb9.pt,50,uint8,5.0,40,224,0,non_violence,movies2_000861.mp4,wholeframe,forbidden,8.0,93ddf0f2ac8dbdab8bdb26cba1373af02748b517f8178b9fdb768c398f608526,movies2,data\merged\videos\non_violence\movies2_000861.mp4,test,movies2_movies2_000861_b50acf718fb9,224
wholeframe_rgb_t50_224/samples/movies2_movies2_001414_4c66968ab4e1.pt,50,uint8,5.0,40,224,0,non_violence,movies2_001414.mp4,wholeframe,forbidden,8.0,82fc6ee7af3fdb2df71b8f08626d1286be3136355801fc802d025dde03b70ca3,movies2,data\merged\videos\non_violence\movies2_001414.mp4,test,movies2_movies2_001414_4c66968ab4e1,224
wholeframe_rgb_t50_224/samples/rwf2000_rwf2000_001678_d20de493c463.pt,50,uint8,3.566667,29,224,0,non_violence,rwf2000_001678.mp4,wholeframe,forbidden,8.0,17ff10102ad3b314c195f8d37213128a66006623bebfe03af7de2f28bd46a441,rwf2000,data\merged\videos\non_violence\rwf2000_001678.mp4,test,rwf2000_rwf2000_001678_d20de493c463,224
wholeframe_rgb_t50_224/samples/hockey_hockey_000017_95d92a3ec714.pt,50,uint8,1.64,13,224,0,non_violence,hockey_000017.avi,wholeframe,forbidden,8.0,a733be0de73c3d587076a50ef63475745f42fc75e8fb6146b10c43ab52ca6edc,hockey,data\merged\videos\non_violence\hockey_000017.avi,test,hockey_hockey_000017_95d92a3ec714,224
wholeframe_rgb_t50_224/samples/movies2_movies2_001435_5761db64f44b.pt,50,uint8,5.0,40,224,0,non_violence,movies2_001435.mp4,wholeframe,forbidden,8.0,0a1c523f526947ee4d52e64b28699b2529e9ec1bab81f9cd177ee2a7e64203bd,movies2,data\merged\videos\non_violence\movies2_001435.mp4,test,movies2_movies2_001435_5761db64f44b,224
wholeframe_rgb_t50_224/samples/movies2_movies2_001258_26d69aabbe9e.pt,50,uint8,5.0,40,224,0,non_violence,movies2_001258.mp4,wholeframe,forbidden,8.0,4900030c9f9c472771414084ba09752077fa511ca36df14cf471b522ae9f5168,movies2,data\merged\videos\non_violence\movies2_001258.mp4,test,movies2_movies2_001258_26d69aabbe9e,224
wholeframe_rgb_t50_224/samples/movies2_movies2_000570_703180d1d735.pt,50,uint8,5.0,40,224,0,non_violence,movies2_000570.mp4,wholeframe,forbidden,8.0,ac186e6700165ca7725039dc0416451c7dd0a929a0c73f0834d38d14314721eb,movies2,data\merged\videos\non_violence\movies2_000570.mp4,test,movies2_movies2_000570_703180d1d735,224
wholeframe_rgb_t50_224/samples/hockey_hockey_000321_de8665ec0e0a.pt,50,uint8,1.64,13,224,0,non_violence,hockey_000321.avi,wholeframe,forbidden,8.0,76d2a680baacd4b17b2edcaf86b00009544a57bdb0057245b4d71d08acbc0c69,hockey,data\merged\videos\non_violence\hockey_000321.avi,test,hockey_hockey_000321_de8665ec0e0a,224
wholeframe_rgb_t50_224/samples/movies2_movies2_001401_a74037b94b72.pt,50,uint8,5.0,40,224,0,non_violence,movies2_001401.mp4,wholeframe,forbidden,8.0,fd59afbadc745f19ca4d1d3a5d93c4d9e04d5e2a899043ab8bfe5b11a6fca53c,movies2,data\merged\videos\non_violence\movies2_001401.mp4,test,movies2_movies2_001401_a74037b94b72,224
wholeframe_rgb_t50_224/samples/movies2_movies2_001021_1a60d026b134.pt,50,uint8,5.0,40,224,0,non_violence,movies2_001021.mp4,wholeframe,forbidden,8.0,519e8296ba628b2ea2aa7801cfefdc34882dae6d877c880924952aa24372aaf4,movies2,data\merged\videos\non_violence\movies2_001021.mp4,test,movies2_movies2_001021_1a60d026b134,224
wholeframe_rgb_t50_224/samples/rwf2000_rwf2000_001658_fc0a73623760.pt,50,uint8,5.1,41,224,0,non_violence,rwf2000_001658.mp4,wholeframe,forbidden,8.0,9a051536f507a90a101115016c9e7d4c8269f4be808f2cb0252bd132158388fc,rwf2000,data\merged\videos\non_violence\rwf2000_001658.mp4,test,rwf2000_rwf2000_001658_fc0a73623760,224
wholeframe_rgb_t50_224/samples/violent_flows_violent_flows_001579_be5de686517b.pt,50,uint8,3.0,24,224,0,non_violence,violent_flows_001579.avi,wholeframe,forbidden,8.0,9b5d45dd239bf6ffacda31091841b3b7b8aaac7cfc68c46518932361197742d4,violent_flows,data\merged\videos\non_violence\violent_flows_001579.avi,test,violent_flows_violent_flows_001579_be5de686517b,224
wholeframe_rgb_t50_224/samples/movies2_movies2_001070_0b804f8176b8.pt,50,uint8,5.0,40,224,0,non_violence,movies2_001070.mp4,wholeframe,forbidden,8.0,6e4faca5cfe5e7a35348614e498ce50a015b443325413e8f02cab857ba6cc6e8,movies2,data\merged\videos\non_violence\movies2_001070.mp4,test,movies2_movies2_001070_0b804f8176b8,224
wholeframe_rgb_t50_224/samples/violent_flows_violent_flows_001505_a627db3de424.pt,50,uint8,2.88,23,224,0,non_violence,violent_flows_001505.avi,wholeframe,forbidden,8.0,a6c734abb30693487faa4708341f5f3c5fa3c2b2e554139c60e5bc19439be8b3,violent_flows,data\merged\videos\non_violence\violent_flows_001505.avi,test,violent_flows_violent_flows_001505_a627db3de424,224
wholeframe_rgb_t50_224/samples/movies2_movies2_001338_e14c646cefca.pt,50,uint8,3.48,28,224,0,non_violence,movies2_001338.mp4,wholeframe,forbidden,8.0,ddc4da3bb2cc0b5b14379ac629f55ce07d2de60464a65d914e4dda2eb07acbdf,movies2,data\merged\videos\non_violence\movies2_001338.mp4,test,movies2_movies2_001338_e14c646cefca,224
wholeframe_rgb_t50_224/samples/movies2_movies2_000785_8b8a54638cf2.pt,50,uint8,2.922625,23,224,0,non_violence,movies2_000785.mp4,wholeframe,forbidden,8.0,7e294fdaef20b9c8a13c5aab1e8904ec5cea83ce5e1e578cc150167ece50c8d0,movies2,data\merged\videos\non_violence\movies2_000785.mp4,test,movies2_movies2_000785_8b8a54638cf2,224
wholeframe_rgb_t50_224/samples/rwf2000_rwf2000_001661_bc5f7fe1e72c.pt,50,uint8,5.466667,44,224,0,non_violence,rwf2000_001661.mp4,wholeframe,forbidden,8.0,030786c1a2726ec3fb4af4e3f66bf1316836ce176ba422bcb7de63bccbd77e20,rwf2000,data\merged\videos\non_violence\rwf2000_001661.mp4,test,rwf2000_rwf2000_001661_bc5f7fe1e72c,224
wholeframe_rgb_t50_224/samples/hockey_hockey_000497_420e41c8e762.pt,50,uint8,1.64,13,224,0,non_violence,hockey_000497.avi,wholeframe,forbidden,8.0,614691ccd02a4cc1c0ec66f8e8321005ef107a41195515ba7822beaf101ebd70,hockey,data\merged\videos\non_violence\hockey_000497.avi,test,hockey_hockey_000497_420e41c8e762,224
wholeframe_rgb_t50_224/samples/movies2_movies2_000664_aef33cceb0cc.pt,50,uint8,5.0,40,224,0,non_violence,movies2_000664.mp4,wholeframe,forbidden,8.0,89a8d42ed9876d5ecbc47e74fddbc7b20bb4b6b3c3efc9e8a00af670636e0bd8,movies2,data\merged\videos\non_violence\movies2_000664.mp4,test,movies2_movies2_000664_aef33cceb0cc,224
wholeframe_rgb_t50_224/samples/movies2_movies2_000955_4034a15473fe.pt,50,uint8,5.0,40,224,0,non_violence,movies2_000955.mp4,wholeframe,forbidden,8.0,f60ae6ad3fbc73a7fae3605cf3e66ab50f05df38e47e0f76cafe9c996de77269,movies2,data\merged\videos\non_violence\movies2_000955.mp4,test,movies2_movies2_000955_4034a15473fe,224
wholeframe_rgb_t50_224/samples/movies2_movies2_000852_3e84057a1028.pt,50,uint8,5.0,40,224,0,non_violence,movies2_000852.mp4,wholeframe,forbidden,8.0,149a178e5d622a962735f6270ebf4bb26e1f90d6a40ced2c762198aec474eb7f,movies2,data\merged\videos\non_violence\movies2_000852.mp4,test,movies2_movies2_000852_3e84057a1028,224
wholeframe_rgb_t50_224/samples/violent_flows_violent_flows_001607_16a9d2a1dd18.pt,50,uint8,1.176,9,224,0,non_violence,violent_flows_001607.avi,wholeframe,forbidden,8.0,b04360247b177bd525b3d93c007cd54d02069664fa4f6ade611d804c5700b782,violent_flows,data\merged\videos\non_violence\violent_flows_001607.avi,test,violent_flows_violent_flows_001607_16a9d2a1dd18,224
wholeframe_rgb_t50_224/samples/violent_flows_violent_flows_001523_a40c3421cfaa.pt,50,uint8,3.72,27,224,0,non_violence,violent_flows_001523.avi,wholeframe,forbidden,8.0,27b276be90820f88f8b38b94c79a411f3fbd0fa81c52f1bec8e05b1b093decfe,violent_flows,data\merged\videos\non_violence\violent_flows_001523.avi,test,violent_flows_violent_flows_001523_a40c3421cfaa,224
wholeframe_rgb_t50_224/samples/movies2_movies2_000822_a6e382f0fbf1.pt,50,uint8,5.0,40,224,0,non_violence,movies2_000822.mp4,wholeframe,forbidden,8.0,f092bb0eb6609b5a8bab23e1de3b1a44187ec250deda81c6bc3509e73713404f,movies2,data\merged\videos\non_violence\movies2_000822.mp4,test,movies2_movies2_000822_a6e382f0fbf1,224
wholeframe_rgb_t50_224/samples/movies2_movies2_000587_34a62c79bf41.pt,50,uint8,5.0,40,224,0,non_violence,movies2_000587.mp4,wholeframe,forbidden,8.0,f441f11c0f6918e7d3feb506155673665b14e0bac5330f5b83972414ee24c0d0,movies2,data\merged\videos\non_violence\movies2_000587.mp4,test,movies2_movies2_000587_34a62c79bf41,224
wholeframe_rgb_t50_224/samples/movies2_movies2_001142_7a3d19dd8c36.pt,50,uint8,5.0,40,224,0,non_violence,movies2_001142.mp4,wholeframe,forbidden,8.0,068bb22c5c37617c091c89ab3f99106da5e150fc54970624cedfd9b35ae025d9,movies2,data\merged\videos\non_violence\movies2_001142.mp4,test,movies2_movies2_001142_7a3d19dd8c36,224
wholeframe_rgb_t50_224/samples/movies2_movies2_001073_46dba513edef.pt,50,uint8,5.0,40,224,0,non_violence,movies2_001073.mp4,wholeframe,forbidden,8.0,bb0bf8074b2cabc98b83a03e12ebff183121607662e74b5e61938c33fcf5d29a,movies2,data\merged\videos\non_violence\movies2_001073.mp4,test,movies2_movies2_001073_46dba513edef,224
wholeframe_rgb_t50_224/samples/movies2_movies2_000878_9e7aba90fc08.pt,50,uint8,5.0,40,224,0,non_violence,movies2_000878.mp4,wholeframe,forbidden,8.0,8553758a3ca4f0e720a89a0f5cb5f24268861dcd24889e85d77bceec56d63b5c,movies2,data\merged\videos\non_violence\movies2_000878.mp4,test,movies2_movies2_000878_9e7aba90fc08,224
wholeframe_rgb_t50_224/samples/violent_flows_violent_flows_001586_eb8d763b80c0.pt,50,uint8,3.168,25,224,0,non_violence,violent_flows_001586.avi,wholeframe,forbidden,8.0,6a7f2e525cb0275cff5d88ee08d597026abda6e5b9ec185e0a3afa0fdaa0bee0,violent_flows,data\merged\videos\non_violence\violent_flows_001586.avi,test,violent_flows_violent_flows_001586_eb8d763b80c0,224
wholeframe_rgb_t50_224/samples/violent_flows_violent_flows_001544_9cada68d236f.pt,50,uint8,3.288,26,224,0,non_violence,violent_flows_001544.avi,wholeframe,forbidden,8.0,d9d14175d8d3e49c9e2d881ebab2d70b4275b87a812e983dfe8e50e7b5dca3f0,violent_flows,data\merged\videos\non_violence\violent_flows_001544.avi,test,violent_flows_violent_flows_001544_9cada68d236f,224
wholeframe_rgb_t50_224/samples/hockey_hockey_000220_43d61acbbaaa.pt,50,uint8,1.64,13,224,0,non_violence,hockey_000220.avi,wholeframe,forbidden,8.0,3331b0609ccf85da9617d8e530ba82a0b78b23e5f2e37ebb5cdf84f0af54a0e1,hockey,data\merged\videos\non_violence\hockey_000220.avi,test,hockey_hockey_000220_43d61acbbaaa,224
wholeframe_rgb_t50_224/samples/hockey_hockey_000158_5ff16e7c2d7e.pt,50,uint8,1.64,13,224,0,non_violence,hockey_000158.avi,wholeframe,forbidden,8.0,80f4a8cf284c2ec4f2054dea17e2a1322f22bab59b950e6310e68696d3252f04,hockey,data\merged\videos\non_violence\hockey_000158.avi,test,hockey_hockey_000158_5ff16e7c2d7e,224
wholeframe_rgb_t50_224/samples/movies2_movies2_000684_f48da8766ae5.pt,50,uint8,5.0,40,224,0,non_violence,movies2_000684.mp4,wholeframe,forbidden,8.0,809d586aa6453d2e3b87ac20d0651d60c81886ef2193aa3f08fb6ea7fe96a7c7,movies2,data\merged\videos\non_violence\movies2_000684.mp4,test,movies2_movies2_000684_f48da8766ae5,224
wholeframe_rgb_t50_224/samples/movies2_movies2_001480_d6f91b282162.pt,50,uint8,5.0,40,224,0,non_violence,movies2_001480.avi,wholeframe,forbidden,8.0,20013c4fb9ea4118aa52c260b84eee5273e3b3bd82f2bca4f2bbf5b89cce536b,movies2,data\merged\videos\non_violence\movies2_001480.avi,test,movies2_movies2_001480_d6f91b282162,224
wholeframe_rgb_t50_224/samples/movies2_movies2_000957_8f93959d7dd1.pt,50,uint8,5.0,40,224,0,non_violence,movies2_000957.mp4,wholeframe,forbidden,8.0,4eba58377268dd2b3e5a351885ef410b376630b3db7abcfb190c4c5e9523945e,movies2,data\merged\videos\non_violence\movies2_000957.mp4,test,movies2_movies2_000957_8f93959d7dd1,224
wholeframe_rgb_t50_224/samples/movies2_movies2_000560_efa4b85cd1d9.pt,50,uint8,5.0,40,224,0,non_violence,movies2_000560.mp4,wholeframe,forbidden,8.0,bfc9c6c8b657678b1e71f50a31225a12334c3d9c4ab938b655766a862df4c4fc,movies2,data\merged\videos\non_violence\movies2_000560.mp4,test,movies2_movies2_000560_efa4b85cd1d9,224
